year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
gdp,12.04,8.91,8.47,11.68,5.82,10.64,11.08,12.88,12.48,-1.02,4.7,8.41,8.03,-1.23,3.09,3.97,4.39,5.27,5.48,2.82,4.18,3.38,3.06,4.46,6.33,2.83,4.11,7.15,5.37,5.57,3.32,0.82,0.17,0.86,1.94,2.61,1.6,-2,0.2,2.26,0.36,0.29,1.69,2.36,1.3,1.69,2.19,-1.04,-5.53,4.44,-0.7
