categories,1994/01,1994/02,1994/03,1994/04,1994/05,1994/06,1994/07,1994/08,1994/09,1994/10,1994/11,1994/12,1995/01,1995/02,1995/03,1995/04,1995/05,1995/06,1995/07,1995/08,1995/09,1995/10,1995/11,1995/12,1996/01,1996/02,1996/03,1996/04,1996/05,1996/06,1996/07,1996/08,1996/09,1996/10,1996/11,1996/12,1997/01,1997/02,1997/03,1997/04,1997/05,1997/06,1997/07,1997/08,1997/09,1997/10,1997/11,1997/12,1998/01,1998/02,1998/03,1998/04,1998/05,1998/06,1998/07,1998/08,1998/09,1998/10,1998/11,1998/12,1999/01,1999/02,1999/03,1999/04,1999/05,1999/06,1999/07,1999/08,1999/09,1999/10,1999/11,1999/12,2000/01,2000/02,2000/03,2000/04,2000/05,2000/06,2000/07,2000/08,2000/09,2000/10,2000/11,2000/12,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12
GNI,0,0,112962.20,0,0,110976.30,0,0,115836.20,0,0,120797.10,0,0,112894.10,0,0,113979.70,0,0,118054.20,0,0,124482.90,0,0,117035.00,0,0,117026.90,0,0,120259.90,0,0,127811.40,0,0,120845.00,0,0,118568.40,0,0,122133.80,0,0,127911.10,0,0,118568.60,0,0,116745.80,0,0,120072.60,0,0,126186.30,0,0,118336.30,0,0,116962.10,0,0,119634.90,0,0,125211.00,0,0,120929.20,0,0,119336.60,0,0,121923.90,0,0,127329.30,0,0,123490.80,0,0,120496.80,0,0,122220.60,0,0,126725.00,0,0,121938.90,0,0,120361.30,0,0,123764.70,0,0,127866.50,0,0,123092.50,0,0,122278.50,0,0,125756.30,0,0,130075.10,0,0,128131.20,0,0,124933.70,0,0,127896.70,0,0,130797.00,0,0,128392.20,0,0,126072.00,0,0,129102.50,0,0,132148.50,0,0,131140.70,0,0,126701.80,0,0,129470.50,0,0,134305.70,0,0,135032.20,0,0,129891.80,0,0,132154.30,0,0,135246.20,0,0,134932.10,0,0,126660.20,0,0,128092.60,0,0,128607.80,0,0,123833.40,0,0,121420.50,0,0,123734.20,0,0,128378.60,0,0,128228.80,0,0,124553.90,0,0,130072.50,0,0,132002.30,0,0,127318.80,0,0,121970.00,0,0,128037.30,0,0,130187.10,0,0,130466.60,0,0,126016.70,0,0,128886.40,0,0,130895.10
