year,1970/12,1971/12,1972/12,1973/12,1974/12,1975/12,1976/12,1977/12,1978/12,1979/12,1980/12,1981/12,1982/12,1983/12,1984/12,1985/12,1986/12,1987/12,1988/12,1989/12,1990/12,1991/12,1992/12,1993/12,1994/12,1995/12,1996/12,1997/12,1998/12,1999/12,2000/12,2001/12,2002/12,2003/12
%,0,5.9,9.9,6,1.5,3.7,3.3,3.8,5.6,5.3,0.8,2.1,4.5,2.4,2.7,4.1,2.9,4.5,4.8,3.9,4.8,2.9,1.7,1.7,2.2,2.1,2.8,-0.6,0.4,0.2,1.4,1.4,0.7,1.7
